,2,4,5,6,8,10,15,17,19,20,21,22,23,24,25,26,27,29,30
2,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
4,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
6,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
8,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
10,0,0, ,0,0,0, , , ,0, ,0, ,0, ,0, , , 
16, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
18, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
20, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
22, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
24, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
26, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
28, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
30, , , , , , ,0,0,0, ,0, ,0, ,0, ,0,0, 
50, , , , , , ,0, , ,0, , , , ,0, , , ,0
60, , , , , , ,inf, , ,inf, , , , ,inf, , , ,0
70, , , , , , ,inf, , ,inf, , , , ,inf, , , ,0
80, , , , , , ,inf, , ,inf, , , , ,inf, , , ,inf
90,inf, ,inf, ,inf, ,inf, , ,inf, , , , ,inf, , , ,inf
92,inf, ,inf, ,inf, , , , , , , , , , , , , , 
94,inf, ,inf, ,inf, , , , , , , , , , , , , , 
96,inf, ,inf, ,inf, , , , , , , , , , , , , , 
98,inf, ,inf, ,inf, , , , , , , , , , , , , , 
100,inf, ,inf, ,inf, ,inf, , ,inf, , , , ,inf, , , ,0
